ID;COTIS
300442;238.841670982
300443;238.841670982
300444;238.841670982
300445;238.841670982
300446;238.841670982
300447;238.841670982
300448;238.841670982
300449;238.841670982
300450;238.841670982
300451;238.841670982
300452;238.841670982
300453;238.841670982
300454;238.841670982
300455;238.841670982
300456;238.841670982
300457;238.841670982
300458;238.841670982
300459;238.841670982
300460;238.841670982
300461;238.841670982
300462;238.841670982
300463;238.841670982
300464;238.841670982
300465;238.841670982
300466;238.841670982
300467;238.841670982
300468;238.841670982
300469;238.841670982
300470;238.841670982
300471;238.841670982
300472;238.841670982
300473;238.841670982
300474;238.841670982
300475;238.841670982
300476;238.841670982
300477;238.841670982
300478;238.841670982
300479;238.841670982
300480;238.841670982
300481;238.841670982
300482;238.841670982
300483;238.841670982
300484;238.841670982
300485;238.841670982
300486;238.841670982
300487;238.841670982
300488;238.841670982
300489;238.841670982
300490;238.841670982
300491;238.841670982
300492;238.841670982
300493;238.841670982
300494;238.841670982
300495;238.841670982
300496;238.841670982
300497;238.841670982
300498;238.841670982
300499;238.841670982
300500;238.841670982
300501;238.841670982
300502;238.841670982
300503;238.841670982
300504;238.841670982
300505;238.841670982
300506;238.841670982
300507;238.841670982
300508;238.841670982
300509;238.841670982
300510;238.841670982
300511;238.841670982
300512;238.841670982
300513;238.841670982
300514;238.841670982
300515;238.841670982
300516;238.841670982
300517;238.841670982
300518;238.841670982
300519;238.841670982
300520;238.841670982
300521;238.841670982
300522;238.841670982
300523;238.841670982
300524;238.841670982
300525;238.841670982
300526;238.841670982
300527;238.841670982
300528;238.841670982
300529;238.841670982
300530;238.841670982
300531;238.841670982
300532;238.841670982
300533;238.841670982
300534;238.841670982
300535;238.841670982
300536;238.841670982
300537;238.841670982
300538;238.841670982
300539;238.841670982
300540;238.841670982
300541;238.841670982
300542;238.841670982
300543;238.841670982
300544;238.841670982
300545;238.841670982
300546;238.841670982
300547;238.841670982
300548;238.841670982
300549;238.841670982
300550;238.841670982
300551;238.841670982
300552;238.841670982
300553;238.841670982
300554;238.841670982
300555;238.841670982
300556;238.841670982
300557;238.841670982
300558;238.841670982
300559;238.841670982
300560;238.841670982
300561;238.841670982
300562;238.841670982
300563;238.841670982
300564;238.841670982
300565;238.841670982
300566;238.841670982
300567;238.841670982
300568;238.841670982
300569;238.841670982
300570;238.841670982
300571;238.841670982
300572;238.841670982
300573;238.841670982
300574;238.841670982
300575;238.841670982
300576;238.841670982
300577;238.841670982
300578;238.841670982
300579;238.841670982
300580;238.841670982
300581;238.841670982
300582;238.841670982
300583;238.841670982
300584;238.841670982
300585;238.841670982
300586;238.841670982
300587;238.841670982
300588;238.841670982
300589;238.841670982
300590;238.841670982
300591;238.841670982
300592;238.841670982
300593;238.841670982
300594;238.841670982
300595;238.841670982
300596;238.841670982
300597;238.841670982
300598;238.841670982
300599;238.841670982
300600;238.841670982
300601;238.841670982
300602;238.841670982
300603;238.841670982
300604;238.841670982
300605;238.841670982
300606;238.841670982
300607;238.841670982
300608;238.841670982
300609;238.841670982
300610;238.841670982
300611;238.841670982
300612;238.841670982
300613;238.841670982
300614;238.841670982
300615;238.841670982
300616;238.841670982
300617;238.841670982
300618;238.841670982
300619;238.841670982
300620;238.841670982
300621;238.841670982
300622;238.841670982
300623;238.841670982
300624;238.841670982
300625;238.841670982
300626;238.841670982
300627;238.841670982
300628;238.841670982
300629;238.841670982
300630;238.841670982
300631;238.841670982
300632;238.841670982
300633;238.841670982
300634;238.841670982
300635;238.841670982
300636;238.841670982
300637;238.841670982
300638;238.841670982
300639;238.841670982
300640;238.841670982
300641;238.841670982
300642;238.841670982
300643;238.841670982
300644;238.841670982
300645;238.841670982
300646;238.841670982
300647;238.841670982
300648;238.841670982
300649;238.841670982
300650;238.841670982
300651;238.841670982
300652;238.841670982
300653;238.841670982
300654;238.841670982
300655;238.841670982
300656;238.841670982
300657;238.841670982
300658;238.841670982
300659;238.841670982
300660;238.841670982
300661;238.841670982
300662;238.841670982
300663;238.841670982
300664;238.841670982
300665;238.841670982
300666;238.841670982
300667;238.841670982
300668;238.841670982
300669;238.841670982
300670;238.841670982
300671;238.841670982
300672;238.841670982
300673;238.841670982
300674;238.841670982
300675;238.841670982
300676;238.841670982
300677;238.841670982
300678;238.841670982
300679;238.841670982
300680;238.841670982
300681;238.841670982
300682;238.841670982
300683;238.841670982
300684;238.841670982
300685;238.841670982
300686;238.841670982
300687;238.841670982
300688;238.841670982
300689;238.841670982
300690;238.841670982
300691;238.841670982
300692;238.841670982
300693;238.841670982
300694;238.841670982
300695;238.841670982
300696;238.841670982
300697;238.841670982
300698;238.841670982
300699;238.841670982
300700;238.841670982
300701;238.841670982
300702;238.841670982
300703;238.841670982
300704;238.841670982
300705;238.841670982
300706;238.841670982
300707;238.841670982
300708;238.841670982
300709;238.841670982
300710;238.841670982
300711;238.841670982
300712;238.841670982
300713;238.841670982
300714;238.841670982
300715;238.841670982
300716;238.841670982
300717;238.841670982
300718;238.841670982
300719;238.841670982
300720;238.841670982
300721;238.841670982
300722;238.841670982
300723;238.841670982
300724;238.841670982
300725;238.841670982
300726;238.841670982
300727;238.841670982
300728;238.841670982
300729;238.841670982
300730;238.841670982
300731;238.841670982
300732;238.841670982
300733;238.841670982
300734;238.841670982
300735;238.841670982
300736;238.841670982
300737;238.841670982
300738;238.841670982
300739;238.841670982
300740;238.841670982
300741;238.841670982
300742;238.841670982
300743;238.841670982
300744;238.841670982
300745;238.841670982
300746;238.841670982
300747;238.841670982
300748;238.841670982
300749;238.841670982
300750;238.841670982
300751;238.841670982
300752;238.841670982
300753;238.841670982
300754;238.841670982
300755;238.841670982
300756;238.841670982
300757;238.841670982
300758;238.841670982
300759;238.841670982
300760;238.841670982
300761;238.841670982
300762;238.841670982
300763;238.841670982
300764;238.841670982
300765;238.841670982
300766;238.841670982
300767;238.841670982
300768;238.841670982
300769;238.841670982
300770;238.841670982
300771;238.841670982
300772;238.841670982
300773;238.841670982
300774;238.841670982
300775;238.841670982
300776;238.841670982
300777;238.841670982
300778;238.841670982
300779;238.841670982
300780;238.841670982
300781;238.841670982
300782;238.841670982
300783;238.841670982
300784;238.841670982
300785;238.841670982
300786;238.841670982
300787;238.841670982
300788;238.841670982
300789;238.841670982
300790;238.841670982
300791;238.841670982
300792;238.841670982
300793;238.841670982
300794;238.841670982
300795;238.841670982
300796;238.841670982
300797;238.841670982
300798;238.841670982
300799;238.841670982
300800;238.841670982
300801;238.841670982
300802;238.841670982
300803;238.841670982
300804;238.841670982
300805;238.841670982
300806;238.841670982
300807;238.841670982
300808;238.841670982
300809;238.841670982
300810;238.841670982
300811;238.841670982
300812;238.841670982
300813;238.841670982
300814;238.841670982
300815;238.841670982
300816;238.841670982
300817;238.841670982
300818;238.841670982
300819;238.841670982
300820;238.841670982
300821;238.841670982
300822;238.841670982
300823;238.841670982
300824;238.841670982
300825;238.841670982
300826;238.841670982
300827;238.841670982
300828;238.841670982
300829;238.841670982
300830;238.841670982
300831;238.841670982
300832;238.841670982
300833;238.841670982
300834;238.841670982
300835;238.841670982
300836;238.841670982
300837;238.841670982
300838;238.841670982
300839;238.841670982
300840;238.841670982
300841;238.841670982
300842;238.841670982
300843;238.841670982
300844;238.841670982
300845;238.841670982
300846;238.841670982
300847;238.841670982
300848;238.841670982
300849;238.841670982
300850;238.841670982
300851;238.841670982
300852;238.841670982
300853;238.841670982
300854;238.841670982
300855;238.841670982
300856;238.841670982
300857;238.841670982
300858;238.841670982
300859;238.841670982
300860;238.841670982
300861;238.841670982
300862;238.841670982
300863;238.841670982
300864;238.841670982
300865;238.841670982
300866;238.841670982
300867;238.841670982
300868;238.841670982
300869;238.841670982
300870;238.841670982
300871;238.841670982
300872;238.841670982
300873;238.841670982
300874;238.841670982
300875;238.841670982
300876;238.841670982
300877;238.841670982
300878;238.841670982
300879;238.841670982
300880;238.841670982
300881;238.841670982
300882;238.841670982
300883;238.841670982
300884;238.841670982
300885;238.841670982
300886;238.841670982
300887;238.841670982
300888;238.841670982
300889;238.841670982
300890;238.841670982
300891;238.841670982
300892;238.841670982
300893;238.841670982
300894;238.841670982
300895;238.841670982
300896;238.841670982
300897;238.841670982
300898;238.841670982
300899;238.841670982
300900;238.841670982
300901;238.841670982
300902;238.841670982
300903;238.841670982
300904;238.841670982
300905;238.841670982
300906;238.841670982
300907;238.841670982
300908;238.841670982
300909;238.841670982
300910;238.841670982
300911;238.841670982
300912;238.841670982
300913;238.841670982
300914;238.841670982
300915;238.841670982
300916;238.841670982
300917;238.841670982
300918;238.841670982
300919;238.841670982
300920;238.841670982
300921;238.841670982
300922;238.841670982
300923;238.841670982
300924;238.841670982
300925;238.841670982
300926;238.841670982
300927;238.841670982
300928;238.841670982
300929;238.841670982
300930;238.841670982
300931;238.841670982
300932;238.841670982
300933;238.841670982
300934;238.841670982
300935;238.841670982
300936;238.841670982
300937;238.841670982
300938;238.841670982
300939;238.841670982
300940;238.841670982
300941;238.841670982
300942;238.841670982
300943;238.841670982
300944;238.841670982
300945;238.841670982
300946;238.841670982
300947;238.841670982
300948;238.841670982
300949;238.841670982
300950;238.841670982
300951;238.841670982
300952;238.841670982
300953;238.841670982
300954;238.841670982
300955;238.841670982
300956;238.841670982
300957;238.841670982
300958;238.841670982
300959;238.841670982
300960;238.841670982
300961;238.841670982
300962;238.841670982
300963;238.841670982
300964;238.841670982
300965;238.841670982
300966;238.841670982
300967;238.841670982
300968;238.841670982
300969;238.841670982
300970;238.841670982
300971;238.841670982
300972;238.841670982
300973;238.841670982
300974;238.841670982
300975;238.841670982
300976;238.841670982
300977;238.841670982
300978;238.841670982
300979;238.841670982
300980;238.841670982
300981;238.841670982
300982;238.841670982
300983;238.841670982
300984;238.841670982
300985;238.841670982
300986;238.841670982
300987;238.841670982
300988;238.841670982
300989;238.841670982
300990;238.841670982
300991;238.841670982
300992;238.841670982
300993;238.841670982
300994;238.841670982
300995;238.841670982
300996;238.841670982
300997;238.841670982
300998;238.841670982
300999;238.841670982
301000;238.841670982
301001;238.841670982
301002;238.841670982
301003;238.841670982
301004;238.841670982
301005;238.841670982
301006;238.841670982
301007;238.841670982
301008;238.841670982
301009;238.841670982
301010;238.841670982
301011;238.841670982
301012;238.841670982
301013;238.841670982
301014;238.841670982
301015;238.841670982
301016;238.841670982
301017;238.841670982
301018;238.841670982
301019;238.841670982
301020;238.841670982
301021;238.841670982
301022;238.841670982
301023;238.841670982
301024;238.841670982
301025;238.841670982
301026;238.841670982
301027;238.841670982
301028;238.841670982
301029;238.841670982
301030;238.841670982
301031;238.841670982
301032;238.841670982
301033;238.841670982
301034;238.841670982
301035;238.841670982
301036;238.841670982
301037;238.841670982
301038;238.841670982
301039;238.841670982
301040;238.841670982
301041;238.841670982
301042;238.841670982
301043;238.841670982
301044;238.841670982
301045;238.841670982
301046;238.841670982
301047;238.841670982
301048;238.841670982
301049;238.841670982
301050;238.841670982
301051;238.841670982
301052;238.841670982
301053;238.841670982
301054;238.841670982
301055;238.841670982
301056;238.841670982
301057;238.841670982
301058;238.841670982
301059;238.841670982
301060;238.841670982
301061;238.841670982
301062;238.841670982
301063;238.841670982
301064;238.841670982
301065;238.841670982
301066;238.841670982
301067;238.841670982
301068;238.841670982
301069;238.841670982
301070;238.841670982
301071;238.841670982
301072;238.841670982
301073;238.841670982
301074;238.841670982
301075;238.841670982
301076;238.841670982
301077;238.841670982
301078;238.841670982
301079;238.841670982
301080;238.841670982
301081;238.841670982
301082;238.841670982
301083;238.841670982
301084;238.841670982
301085;238.841670982
301086;238.841670982
301087;238.841670982
301088;238.841670982
301089;238.841670982
301090;238.841670982
301091;238.841670982
301092;238.841670982
301093;238.841670982
301094;238.841670982
301095;238.841670982
301096;238.841670982
301097;238.841670982
301098;238.841670982
301099;238.841670982
301100;238.841670982
301101;238.841670982
301102;238.841670982
301103;238.841670982
301104;238.841670982
301105;238.841670982
301106;238.841670982
301107;238.841670982
301108;238.841670982
301109;238.841670982
301110;238.841670982
301111;238.841670982
301112;238.841670982
301113;238.841670982
301114;238.841670982
301115;238.841670982
301116;238.841670982
301117;238.841670982
301118;238.841670982
301119;238.841670982
301120;238.841670982
301121;238.841670982
301122;238.841670982
301123;238.841670982
301124;238.841670982
301125;238.841670982
301126;238.841670982
301127;238.841670982
301128;238.841670982
301129;238.841670982
301130;238.841670982
301131;238.841670982
301132;238.841670982
301133;238.841670982
301134;238.841670982
301135;238.841670982
301136;238.841670982
301137;238.841670982
301138;238.841670982
301139;238.841670982
301140;238.841670982
301141;238.841670982
301142;238.841670982
301143;238.841670982
301144;238.841670982
301145;238.841670982
301146;238.841670982
301147;238.841670982
301148;238.841670982
301149;238.841670982
301150;238.841670982
301151;238.841670982
301152;238.841670982
301153;238.841670982
301154;238.841670982
301155;238.841670982
301156;238.841670982
301157;238.841670982
301158;238.841670982
301159;238.841670982
301160;238.841670982
301161;238.841670982
301162;238.841670982
301163;238.841670982
301164;238.841670982
301165;238.841670982
301166;238.841670982
301167;238.841670982
301168;238.841670982
301169;238.841670982
301170;238.841670982
301171;238.841670982
301172;238.841670982
301173;238.841670982
301174;238.841670982
301175;238.841670982
301176;238.841670982
301177;238.841670982
301178;238.841670982
301179;238.841670982
301180;238.841670982
301181;238.841670982
301182;238.841670982
301183;238.841670982
301184;238.841670982
301185;238.841670982
301186;238.841670982
301187;238.841670982
301188;238.841670982
301189;238.841670982
301190;238.841670982
301191;238.841670982
301192;238.841670982
301193;238.841670982
301194;238.841670982
301195;238.841670982
301196;238.841670982
301197;238.841670982
301198;238.841670982
301199;238.841670982
301200;238.841670982
301201;238.841670982
301202;238.841670982
301203;238.841670982
301204;238.841670982
301205;238.841670982
301206;238.841670982
301207;238.841670982
301208;238.841670982
301209;238.841670982
301210;238.841670982
301211;238.841670982
301212;238.841670982
301213;238.841670982
301214;238.841670982
301215;238.841670982
301216;238.841670982
301217;238.841670982
301218;238.841670982
301219;238.841670982
301220;238.841670982
301221;238.841670982
301222;238.841670982
301223;238.841670982
301224;238.841670982
301225;238.841670982
301226;238.841670982
301227;238.841670982
301228;238.841670982
301229;238.841670982
301230;238.841670982
301231;238.841670982
301232;238.841670982
301233;238.841670982
301234;238.841670982
301235;238.841670982
301236;238.841670982
301237;238.841670982
301238;238.841670982
301239;238.841670982
301240;238.841670982
301241;238.841670982
301242;238.841670982
301243;238.841670982
301244;238.841670982
301245;238.841670982
301246;238.841670982
301247;238.841670982
301248;238.841670982
301249;238.841670982
301250;238.841670982
301251;238.841670982
301252;238.841670982
301253;238.841670982
301254;238.841670982
301255;238.841670982
301256;238.841670982
301257;238.841670982
301258;238.841670982
301259;238.841670982
301260;238.841670982
301261;238.841670982
301262;238.841670982
301263;238.841670982
301264;238.841670982
301265;238.841670982
301266;238.841670982
301267;238.841670982
301268;238.841670982
301269;238.841670982
301270;238.841670982
301271;238.841670982
301272;238.841670982
301273;238.841670982
301274;238.841670982
301275;238.841670982
301276;238.841670982
301277;238.841670982
301278;238.841670982
301279;238.841670982
301280;238.841670982
301281;238.841670982
301282;238.841670982
301283;238.841670982
301284;238.841670982
301285;238.841670982
301286;238.841670982
301287;238.841670982
301288;238.841670982
301289;238.841670982
301290;238.841670982
301291;238.841670982
301292;238.841670982
301293;238.841670982
301294;238.841670982
301295;238.841670982
301296;238.841670982
301297;238.841670982
301298;238.841670982
301299;238.841670982
301300;238.841670982
301301;238.841670982
301302;238.841670982
301303;238.841670982
301304;238.841670982
301305;238.841670982
301306;238.841670982
301307;238.841670982
301308;238.841670982
301309;238.841670982
301310;238.841670982
301311;238.841670982
301312;238.841670982
301313;238.841670982
301314;238.841670982
301315;238.841670982
301316;238.841670982
301317;238.841670982
301318;238.841670982
301319;238.841670982
301320;238.841670982
301321;238.841670982
301322;238.841670982
301323;238.841670982
301324;238.841670982
301325;238.841670982
301326;238.841670982
301327;238.841670982
301328;238.841670982
301329;238.841670982
301330;238.841670982
301331;238.841670982
301332;238.841670982
301333;238.841670982
301334;238.841670982
301335;238.841670982
301336;238.841670982
301337;238.841670982
301338;238.841670982
301339;238.841670982
301340;238.841670982
301341;238.841670982
301342;238.841670982
301343;238.841670982
301344;238.841670982
301345;238.841670982
301346;238.841670982
301347;238.841670982
301348;238.841670982
301349;238.841670982
301350;238.841670982
301351;238.841670982
301352;238.841670982
301353;238.841670982
301354;238.841670982
301355;238.841670982
301356;238.841670982
301357;238.841670982
301358;238.841670982
301359;238.841670982
301360;238.841670982
301361;238.841670982
301362;238.841670982
301363;238.841670982
301364;238.841670982
301365;238.841670982
301366;238.841670982
301367;238.841670982
301368;238.841670982
301369;238.841670982
301370;238.841670982
301371;238.841670982
301372;238.841670982
301373;238.841670982
301374;238.841670982
301375;238.841670982
301376;238.841670982
301377;238.841670982
301378;238.841670982
301379;238.841670982
301380;238.841670982
301381;238.841670982
301382;238.841670982
301383;238.841670982
301384;238.841670982
301385;238.841670982
301386;238.841670982
301387;238.841670982
301388;238.841670982
301389;238.841670982
301390;238.841670982
301391;238.841670982
301392;238.841670982
301393;238.841670982
301394;238.841670982
301395;238.841670982
301396;238.841670982
301397;238.841670982
301398;238.841670982
301399;238.841670982
301400;238.841670982
301401;238.841670982
301402;238.841670982
301403;238.841670982
301404;238.841670982
301405;238.841670982
301406;238.841670982
301407;238.841670982
301408;238.841670982
301409;238.841670982
301410;238.841670982
301411;238.841670982
301412;238.841670982
301413;238.841670982
301414;238.841670982
301415;238.841670982
301416;238.841670982
301417;238.841670982
301418;238.841670982
301419;238.841670982
301420;238.841670982
301421;238.841670982
301422;238.841670982
301423;238.841670982
301424;238.841670982
301425;238.841670982
301426;238.841670982
301427;238.841670982
301428;238.841670982
301429;238.841670982
301430;238.841670982
301431;238.841670982
301432;238.841670982
301433;238.841670982
301434;238.841670982
301435;238.841670982
301436;238.841670982
301437;238.841670982
301438;238.841670982
301439;238.841670982
301440;238.841670982
301441;238.841670982
301442;238.841670982
301443;238.841670982
301444;238.841670982
301445;238.841670982
301446;238.841670982
301447;238.841670982
301448;238.841670982
301449;238.841670982
301450;238.841670982
301451;238.841670982
301452;238.841670982
301453;238.841670982
301454;238.841670982
301455;238.841670982
301456;238.841670982
301457;238.841670982
301458;238.841670982
301459;238.841670982
301460;238.841670982
301461;238.841670982
301462;238.841670982
301463;238.841670982
301464;238.841670982
301465;238.841670982
301466;238.841670982
301467;238.841670982
301468;238.841670982
301469;238.841670982
301470;238.841670982
301471;238.841670982
301472;238.841670982
301473;238.841670982
301474;238.841670982
301475;238.841670982
301476;238.841670982
301477;238.841670982
301478;238.841670982
301479;238.841670982
301480;238.841670982
301481;238.841670982
301482;238.841670982
301483;238.841670982
301484;238.841670982
301485;238.841670982
301486;238.841670982
301487;238.841670982
301488;238.841670982
301489;238.841670982
301490;238.841670982
301491;238.841670982
301492;238.841670982
301493;238.841670982
301494;238.841670982
301495;238.841670982
301496;238.841670982
301497;238.841670982
301498;238.841670982
301499;238.841670982
301500;238.841670982
301501;238.841670982
301502;238.841670982
301503;238.841670982
301504;238.841670982
301505;238.841670982
301506;238.841670982
301507;238.841670982
301508;238.841670982
301509;238.841670982
301510;238.841670982
301511;238.841670982
301512;238.841670982
301513;238.841670982
301514;238.841670982
301515;238.841670982
301516;238.841670982
301517;238.841670982
301518;238.841670982
301519;238.841670982
301520;238.841670982
301521;238.841670982
301522;238.841670982
301523;238.841670982
301524;238.841670982
301525;238.841670982
301526;238.841670982
301527;238.841670982
301528;238.841670982
301529;238.841670982
301530;238.841670982
301531;238.841670982
301532;238.841670982
301533;238.841670982
301534;238.841670982
301535;238.841670982
301536;238.841670982
301537;238.841670982
301538;238.841670982
301539;238.841670982
301540;238.841670982
301541;238.841670982
301542;238.841670982
301543;238.841670982
301544;238.841670982
301545;238.841670982
301546;238.841670982
301547;238.841670982
301548;238.841670982
301549;238.841670982
301550;238.841670982
301551;238.841670982
301552;238.841670982
301553;238.841670982
