t_id,probability
7187,0.0493590405757
1076,0.0531899622005
13059,0.0490738836711
11221,0.0520867814149
8413,0.0525343100716
3749,0.0493235951558
7177,0.0480100728159
9493,0.0460953194133
11209,0.0530753914966
12552,0.0536123765195
6842,0.0520587559471
6700,0.052859183874
6864,0.0523115568956
7924,0.0501858896411
8932,0.0497036377833
8409,0.0522398827491
3331,0.0506404155268
2875,0.050231248727
8065,0.0514003975426
12966,0.053607346205
9366,0.0486636401563
7685,0.0529054449273
80,0.0524653226606
62,0.0499342063111
4837,0.0490715668545
6140,0.0514064016183
2996,0.0524891419729
7023,0.0527018661645
8239,0.0510282341283
5957,0.0502947527508
9781,0.0517268198471
6874,0.0515158715137
4030,0.0524909647445
2210,0.0468769456534
7123,0.0530049851712
10339,0.0478103498207
1349,0.0497137857157
6106,0.0432688477624
10319,0.0526830726587
1568,0.052289519293
4716,0.046336154838
6732,0.0510043438896
10371,0.0519656526922
12375,0.0498882605103
9848,0.052097561053
13111,0.0527676067924
3386,0.0513452403605
13146,0.0497456846864
8971,0.052156295043
1774,0.0522986580456
5921,0.0461687977513
4619,0.0528859827076
5353,0.0524164881772
1161,0.0476815183558
3567,0.051859088911
12291,0.0493917892512
4064,0.0514419742111
2576,0.0505670226262
2590,0.0486045418903
9071,0.0467605007507
7666,0.0478269479515
11455,0.0484962547853
7620,0.0483169904172
6964,0.0528840178521
8015,0.0494141291101
140,0.0524304930326
5489,0.0521007284261
7251,0.0521934634309
1170,0.0494645839551
10026,0.0512804372829
12198,0.0505155963211
5401,0.0522382451866
10225,0.0521659538258
459,0.0498657073155
9526,0.050207032083
9504,0.0481191473072
13285,0.0520286542583
12856,0.0527731022497
7583,0.053360784918
6799,0.0530371214507
10273,0.0516635347556
8044,0.0444000553706
638,0.0494404592256
5454,0.0491848398416
4425,0.0515298343964
677,0.0522651625345
12783,0.0503242903548
1043,0.0497437218009
2180,0.0516982745577
523,0.0492774598077
6841,0.0519668843628
11975,0.048799983115
2477,0.0523619083246
10417,0.0520407888039
8339,0.0497155237971
529,0.0534868785066
7551,0.0485412518615
9448,0.0519690466584
8155,0.0525247981509
12457,0.048765752893
3544,0.0523082105747
11283,0.0526861289415
8608,0.0530181899895
7673,0.0514188520936
5371,0.0517773866408
10775,0.0507160822579
2003,0.0515202900733
6660,0.0493684753064
2262,0.051542847413
13165,0.0526499735345
9009,0.0505351662153
12626,0.046869350446
9852,0.0534769461495
8288,0.0505393226696
6629,0.0500866678598
7562,0.0511879998999
1749,0.051829579656
10604,0.0477940000975
2542,0.0526890223432
6497,0.0519703910534
7872,0.0531152797268
8404,0.0519732817638
2625,0.0530656335766
3162,0.0529245548256
4906,0.0531722509422
12218,0.0462658637968
8857,0.052690533935
10957,0.0488572169387
9551,0.0523876905426
4986,0.0474893332649
11900,0.0525340345424
22,0.0520739603437
1258,0.0429695667664
1680,0.0486074132894
6708,0.0501053032332
2592,0.0500303361617
4245,0.0420797322344
5964,0.0470976931173
5644,0.0488879110405
3593,0.0531174823646
78,0.0534229721924
7688,0.0511726597763
5679,0.0467992306998
8663,0.0528959927658
780,0.0512649498884
182,0.0495746708152
4846,0.0492640911588
1295,0.0520754498059
5971,0.0534089739067
4753,0.0482981900494
779,0.0514170972163
5594,0.0501166625388
10893,0.0486855593978
12583,0.0533909460697
870,0.0513645037803
2803,0.0497376811083
5718,0.0530640225452
12263,0.0529447369104
11029,0.0509207356264
3770,0.0512747096273
9778,0.0532630150251
6274,0.0509031858029
11720,0.0507472913386
1475,0.0504389943543
5257,0.0525520155879
6866,0.0508201483024
7681,0.0527752440474
6177,0.0528315824465
1970,0.0507605516714
1723,0.0519491869368
3742,0.0508992865252
8019,0.0470423061696
11077,0.050749698769
8199,0.0521508386279
7315,0.0527338242963
2045,0.0503393048624
7460,0.0513934203376
11576,0.0525281361799
13008,0.051208344265
3984,0.0521487902048
4268,0.0517968560717
8552,0.051891353808
10671,0.0529268641574
1004,0.0513385971719
6218,0.0520351468632
12311,0.0515208634229
1330,0.0525092459883
8160,0.0480501522913
8109,0.0417609886515
8049,0.0519882627139
10686,0.052279192867
11552,0.0513048786111
12042,0.0521212575215
8299,0.0515862255808
10678,0.0525579975122
5124,0.0490958849342
3925,0.0468387321696
6767,0.0502243503165
8541,0.0496591429775
6480,0.0505413121804
12417,0.0510042572887
4060,0.0510085467406
11673,0.0524195182583
2046,0.0480892664598
11301,0.0522768368521
9610,0.0490433385333
10137,0.0521025044153
4228,0.0493060053198
3200,0.0514435559382
4730,0.0497647555899
9130,0.0495172610556
1121,0.0528747335455
8477,0.0513920401063
9293,0.0464409035637
11679,0.0523998046294
3757,0.0529471330966
5559,0.0521684213306
10632,0.0497504611289
7678,0.0531874553478
7132,0.0515332718006
6823,0.0500750035838
7884,0.0454956819472
11292,0.0524733683547
7842,0.0528787800608
6277,0.0528904845687
10414,0.0529965788965
9654,0.0509929054696
10222,0.0492596408287
6185,0.0503623953153
11614,0.05224569435
2787,0.0531293549871
11414,0.0527553256584
4564,0.0517456257412
13026,0.0481424514166
7655,0.0513350917221
5783,0.052224269191
4328,0.0532113224336
3462,0.0511365714907
11682,0.0521878898783
13178,0.0523198745483
11904,0.0507365298053
12475,0.0499248881927
12513,0.0478531418142
2054,0.0502694624956
3143,0.0471350634051
7640,0.0495073527376
13159,0.0513990010143
10178,0.0500173115125
6656,0.0524911104677
3394,0.0523181576733
6112,0.0500504882198
10212,0.0449797233305
7978,0.0521944847196
6674,0.0511286120244
3629,0.0507168236229
11063,0.0528587122518
1904,0.052049226289
9721,0.0514300701939
4487,0.0464498881148
5727,0.0520803010377
12216,0.0479712497847
10368,0.0513562007739
11857,0.0506076008493
9114,0.0510069048795
13263,0.049010625234
5774,0.0522583240835
8639,0.0535146782983
4324,0.0524866188235
6920,0.0485647417161
3154,0.0475891130296
891,0.0512195022856
6833,0.0489071004272
3234,0.0511664273928
4402,0.0495306102535
11827,0.0520616185877
13019,0.0528967277331
8977,0.0536271640209
11767,0.0468948284139
12810,0.0525673902092
281,0.0530107471311
689,0.0505889470714
2582,0.0520086203701
101,0.0530017323234
8609,0.0484972749864
9650,0.0491401444518
1432,0.0511378110044
8980,0.0502285274796
10572,0.0509769005597
7960,0.0520158966951
6926,0.0530290879535
5582,0.0516623212675
727,0.0509792714791
10999,0.0513146431855
6312,0.0525074050561
4556,0.0462060360567
218,0.0524190879258
9171,0.0509023052262
13259,0.0510985232949
10232,0.0519843590673
981,0.0513109388819
12608,0.0519057100004
5256,0.0488037820767
10149,0.0497903559835
6444,0.0504308037073
6215,0.052360120115
6156,0.0535528125298
11413,0.0492754173016
4087,0.0536346497644
7471,0.0476068071119
3990,0.0485160553641
8121,0.0531664614969
724,0.0529756934623
8840,0.0515366988467
12226,0.0492652161992
12365,0.0530783540406
1682,0.0480297850113
7432,0.0468723554264
1157,0.0508701251007
7621,0.0503345995754
11483,0.0527547249286
5651,0.0468911937302
12841,0.0513433883591
1585,0.0530595537146
11840,0.0499563656852
7440,0.0497105938913
8237,0.0513787607665
6060,0.0493594154474
9699,0.0520372222585
6166,0.0480585314227
3122,0.0524734799554
5093,0.0496480353847
5858,0.0495517075466
12798,0.0507692164948
8480,0.0509703619579
6152,0.052044174631
10084,0.0510675086005
3378,0.0538492735195
11397,0.052340469071
8828,0.0526317273616
7378,0.0494056647588
2472,0.0528551684012
5755,0.0507650099427
2459,0.0468441810568
13201,0.0524153715601
6315,0.052738632088
11274,0.049402534049
9611,0.0468771285805
10476,0.052844417469
2686,0.0521128123127
5748,0.0502822823212
12941,0.0535616993336
6153,0.0475422262167
1461,0.0447796957281
9527,0.047132129866
2277,0.0529970277767
3370,0.0520700690914
8878,0.052886267586
12772,0.0522286004762
10361,0.0523625377772
10801,0.0535112217041
8536,0.0510990269772
8392,0.0497586904879
1668,0.052684465067
8944,0.0531769379781
4074,0.0510630665836
6665,0.0482142910612
6443,0.0500942934813
1128,0.0528534587386
3439,0.0491847130891
8620,0.051948910602
11462,0.0517735995965
11125,0.0505944180804
11341,0.0522287203404
12951,0.0477771445898
4862,0.0504618896634
200,0.0538363912215
1787,0.0509470440435
5578,0.0511287078412
9999,0.0477023573622
2651,0.0497271282486
829,0.0485833532475
1470,0.0494078106975
4426,0.0473420934411
7846,0.0498891231341
11148,0.0536188112814
11714,0.0505534044498
4401,0.0522122752248
11993,0.0504742259042
13055,0.0530209737078
8158,0.04964845414
1971,0.0527781008622
9930,0.0517230640035
6750,0.0495105420703
5284,0.0441646751637
2179,0.0534195311921
9884,0.0488628195129
8325,0.0480033453032
3100,0.0502545317395
11752,0.0527040395268
8068,0.0498764148506
13014,0.0516984899203
9827,0.052750665846
2692,0.0493003837271
5579,0.0499736883683
5170,0.0529309383406
164,0.0533270304761
11749,0.0524910459543
3401,0.0506321762842
4504,0.0508132861521
3503,0.0505482816476
13070,0.0489444254136
8629,0.0520326620729
8548,0.053474949138
4659,0.0422599070648
539,0.0523550568197
294,0.0533487556884
8363,0.0492545024565
7335,0.0516921908204
10227,0.0479619844235
4776,0.05157754383
9028,0.0528051251371
1448,0.050398832074
9116,0.0481811433285
7593,0.0463569673459
6729,0.0520898078511
5229,0.052286574906
4755,0.0445450108628
7426,0.0476795192651
333,0.0467337207333
4201,0.0526445866333
3097,0.0498625339201
5981,0.053587832251
7091,0.0522871622824
5420,0.0532585203237
4129,0.0532390679902
3513,0.0506470760676
11876,0.0514449777038
792,0.0516127893639
10806,0.052834171542
9272,0.0462807621113
6615,0.0509379396154
4458,0.0516120994923
11516,0.0527726363052
7306,0.0417340383963
10722,0.0492371313205
7329,0.0490689329845
1575,0.0480388556327
5437,0.0515827153456
13243,0.0531727024896
729,0.0460246562542
8539,0.047822959448
1894,0.0522475801737
6671,0.049723302926
6508,0.0474381510292
4984,0.048625484899
8247,0.0520577332856
2265,0.0523091139801
5294,0.0473075998724
2266,0.0484976341694
674,0.0462616818507
8919,0.0522220720362
10807,0.0522736469849
6100,0.0511452391161
10934,0.0506850961805
148,0.0488118298184
85,0.0515309432152
2913,0.0506056947311
5414,0.0528321451961
2012,0.0466315912877
8523,0.0499916645047
13027,0.0510633843989
12383,0.0489506744071
12188,0.0434752609664
9007,0.0490140351177
11731,0.0484541800787
10843,0.0485815381116
3834,0.0510479345735
3803,0.0498938907153
3000,0.052753785852
8202,0.0498567267309
12796,0.0501415974262
6612,0.0536630655022
4924,0.052544521459
12667,0.0533467149322
6496,0.0517921848156
11721,0.0531352079351
11244,0.0507221485118
221,0.0527150265169
6654,0.050636762375
3822,0.0513539712212
12952,0.0525130650924
4547,0.0508884745241
1631,0.0524734239888
10723,0.0521592027047
2289,0.0510571363349
352,0.0519347428216
7550,0.0518650252028
657,0.0486669097103
12470,0.0490967877925
1337,0.0508045545774
7317,0.052843776906
5079,0.0519598062434
6386,0.0519513661028
9558,0.047906291709
6653,0.0525581198871
7615,0.0516452963601
1645,0.0495598397445
498,0.0523500828695
4510,0.0521112421937
5593,0.0501680979041
9769,0.0521917732171
8095,0.0488700357103
8675,0.0533853716049
12030,0.0509229226619
1951,0.0463345237372
12606,0.0526144778747
9117,0.0510009720229
12085,0.0484534449307
10728,0.0532785072813
11138,0.0517599314531
2335,0.0515268261034
1656,0.0519189718637
8633,0.0530133279681
6870,0.0485597210585
12322,0.0526915432955
7773,0.0520977084323
2354,0.0522122720006
10100,0.0484722674731
2709,0.0470318679529
11463,0.0535385783798
2158,0.052282367365
4128,0.0525379202167
3442,0.0521043360203
8074,0.053218474962
1993,0.0513411174578
5681,0.0526108076014
8278,0.0511191168358
3212,0.0528094709603
7196,0.0505051231507
10505,0.0509714287441
242,0.0526286075882
9417,0.0514761523825
3790,0.0517511236047
2847,0.0500313540449
12892,0.0527055612589
11381,0.0518180894267
2,0.0458487559266
4746,0.0511044473552
8987,0.048438334952
102,0.0527027792488
1582,0.0516718953403
1323,0.048813776601
3787,0.0490998762284
7527,0.0490431203979
9056,0.0493186327825
7624,0.0526366479391
1214,0.0525675488068
713,0.0508125798467
4161,0.0518082144691
2343,0.0504383056657
1566,0.0531473737586
12908,0.0494829370011
9141,0.0521980180886
9197,0.0520525639874
11385,0.0499893442417
3968,0.0489810847436
6636,0.0459489291959
7053,0.0526703452634
12603,0.0451376577368
3608,0.0492733148097
3863,0.0494738180787
11992,0.0500746990394
12680,0.0511622796474
8597,0.0500633714436
10062,0.0520231520942
9886,0.0508770643849
4594,0.0511616293583
7120,0.0525451823901
4696,0.0474528529632
11751,0.0500326519955
6121,0.0514534139293
5812,0.0448618313816
6745,0.0493466793003
8737,0.0484718532822
7420,0.0491220142399
12416,0.04982219771
4494,0.0432477926191
4749,0.052447872837
5206,0.0523644587802
10101,0.0506741978193
4489,0.0531738699488
12239,0.053579182547
298,0.047400819053
4220,0.0486529480578
8414,0.0500000039226
11797,0.0526462379687
10535,0.0511721189545
4864,0.0530622454154
1309,0.05254402303
13069,0.0501926284788
11702,0.0487546829759
6879,0.0525520112293
3385,0.051245925359
11251,0.0514332896855
10495,0.0525622334081
6339,0.0515483364991
3913,0.0516338433213
3412,0.0500238937729
6004,0.0492549594611
10869,0.0472278827178
4844,0.0521413607928
5355,0.0519537396757
4597,0.0490982334954
7350,0.050337883393
2804,0.051846155953
1265,0.0473854110054
2579,0.0518028239784
11096,0.0484564731213
5484,0.0509563242911
3213,0.0497381716677
2912,0.0488005633964
9759,0.0500386544167
12370,0.0529852864697
11135,0.0527421501536
9139,0.0487751201285
7690,0.0533475273316
7605,0.0501587999733
3985,0.0535077536795
2598,0.0533467232585
3614,0.0490085773153
4168,0.0523832647124
2469,0.0497533511519
1131,0.052134960029
2431,0.0485898677258
508,0.0519799368747
13090,0.0522545857898
3327,0.0515271522155
2961,0.0523780810951
1605,0.0513113072489
8379,0.0505913290068
8163,0.0523864445575
2800,0.0495052773532
11964,0.0514499533418
9356,0.0524513399064
5175,0.0522445796011
1328,0.0532174794917
11568,0.0521266640423
11835,0.0477608807161
131,0.0522712107038
1837,0.0469619842029
1114,0.0520869887551
9970,0.0511933222411
5532,0.0489968000399
224,0.0537787980359
2604,0.0490641147023
7280,0.0512380367923
1340,0.0476755733803
7566,0.0512688835017
3754,0.0534583109158
4070,0.0488848317875
7637,0.047804911939
1586,0.0517715954256
3256,0.0494653662867
4534,0.043232845679
5111,0.0480567055386
4850,0.0469670931141
5640,0.0483074553511
10687,0.0523496349408
8385,0.0519456390608
6007,0.0523942434668
11204,0.0527483609735
9564,0.0524837905163
10304,0.0520870409051
4130,0.0495136316291
13194,0.0466828574762
2123,0.052285928995
2940,0.0527874847019
2380,0.0531951526897
4312,0.0490157728381
11098,0.047910962435
1634,0.0478799026482
9367,0.0506391032195
12055,0.0475778166057
9547,0.0496664175605
7412,0.0500607359025
4410,0.0499576155085
2217,0.0489483574949
2671,0.0458908343445
246,0.0529632311502
9364,0.0495678656988
13284,0.0519763361119
5059,0.0499916897194
1961,0.0503615406054
6079,0.050158900588
12453,0.0497192798899
7782,0.0525125418903
9021,0.0527916622869
8357,0.0526691244996
9458,0.0518915647334
6235,0.0495430913472
11104,0.0510855277423
2976,0.053429444754
12256,0.050395562736
6973,0.0482147209252
11703,0.0521832107709
4084,0.0522847686632
8929,0.0534974493592
10278,0.0516699570466
12529,0.0510911106949
9427,0.0496259042801
4969,0.0520262489306
9378,0.0520205498647
2449,0.0517322624211
2968,0.0519598478493
3940,0.0514451927842
1443,0.0514692111395
5849,0.0529768184947
6154,0.0529283463341
3040,0.0523754164162
6157,0.0513703331201
8176,0.052689690416
1204,0.0530675929647
369,0.0513016234445
6705,0.0523634014274
1436,0.0527998046054
530,0.0484047042417
11810,0.0502573909584
3194,0.0502876037714
10475,0.0475224832365
2730,0.052925815173
217,0.0506120514417
4263,0.0527995832456
7601,0.0507001766091
9784,0.0522618795825
12425,0.0515671534791
10351,0.048814108387
4586,0.0516074976926
4257,0.052871460454
9874,0.0496849064918
6895,0.0508683245252
7520,0.0518591345647
8735,0.049352915672
1372,0.0491517349692
10611,0.0513777603219
8455,0.0481975071504
1492,0.049796117916
313,0.0494003490382
4997,0.0490847587207
1107,0.0518289007663
3988,0.0533125070428
2393,0.0507196343166
10847,0.0455817428541
9579,0.0496798044783
61,0.0527086608621
11769,0.0469964099715
747,0.0499830172413
7705,0.0503851833745
3587,0.0501781139897
12752,0.0505996230445
6071,0.0501337836205
12698,0.0520345338352
5519,0.0530671796476
11729,0.0495517124244
13034,0.0487399856612
3318,0.052451616426
255,0.0475632919134
5823,0.0495325813445
10076,0.0519955830448
5465,0.0532526673328
1750,0.0497124754271
9300,0.0502849991043
7040,0.0512347061932
1547,0.0521929921591
8889,0.0536190339725
2070,0.0485670836235
9978,0.0508339674772
12082,0.0467522619643
12652,0.0529296450409
6751,0.0526812764595
5629,0.0522399595886
13197,0.051438172495
9616,0.0520991321206
12019,0.0473351251363
4051,0.0460444272892
7002,0.0522949806763
276,0.0478110631589
1267,0.0453109177485
6536,0.0527721874395
7918,0.052403643537
10494,0.0473032124405
8440,0.0533693582691
9406,0.0527617601376
10307,0.049089085241
9706,0.049434186451
5051,0.0466566515835
9386,0.0496307909468
8184,0.0522710007214
10267,0.0502896619714
1640,0.0499030463498
7201,0.0515401874492
9601,0.0435123543257
11525,0.0518224087366
10102,0.0526624788167
4184,0.0483457625502
11108,0.0486192176746
2615,0.0528991256261
2002,0.050719967376
2946,0.0523878770764
127,0.0512060222569
1195,0.0458761385416
1798,0.0488577228858
549,0.0530482228613
8080,0.0499667125
11479,0.0536868078877
1958,0.0509956885674
6460,0.0518190027972
13081,0.048393485222
11095,0.0530995464116
8521,0.0509655227794
12538,0.0511485360061
3914,0.0534981950655
9087,0.0494090752812
9194,0.0468163418851
12566,0.0511987630699
567,0.0509335527203
11076,0.0511548500075
11665,0.0522481623785
2869,0.0526321607768
6982,0.0526673809962
9946,0.0538300940057
2722,0.0522840037874
3470,0.050772268832
6343,0.0495907337342
9246,0.0521365275514
6462,0.0506426694556
707,0.0463802131816
6359,0.0522311896722
8799,0.0506961909367
8785,0.0513345242261
9045,0.0511089933998
9844,0.0526540971002
2325,0.0499558532604
5365,0.0480748456102
11915,0.0514520229457
12437,0.0443243886799
5831,0.0498198996904
12648,0.0529371291798
70,0.0526951635079
170,0.0533912514059
8948,0.050846508456
3198,0.0487499572882
6766,0.0519487670322
7930,0.0495810431795
10737,0.0501655281633
11821,0.0486695697864
1251,0.0504381678083
3502,0.051991881121
30,0.0486428990736
3518,0.042744476293
6304,0.0521513768715
11481,0.0445342186208
11705,0.0496345101199
10262,0.0528160466304
3269,0.0493590032206
770,0.0499405165552
3771,0.0518734694497
5415,0.0506403761562
12703,0.043353488171
4478,0.0521822300551
11571,0.0516528123998
2360,0.0525566365366
5556,0.0518113389921
7046,0.0492266441789
7849,0.0498404599688
8893,0.0510982791622
10068,0.0494863371082
2559,0.0507579546052
8661,0.0530724803163
12092,0.0524872170945
219,0.0512666728372
9110,0.0481824962953
1751,0.0498295852707
2359,0.0529973584826
12388,0.0523112914936
2433,0.0528684513847
5697,0.052083543365
1835,0.0529054935769
6453,0.0507548626975
8510,0.0535618983746
5584,0.0525382788764
2749,0.0510048275162
6296,0.0502001128426
8570,0.0485001463318
3568,0.0468207062871
5592,0.048096714294
894,0.0478203173562
4829,0.04963178593
6570,0.0537557045854
4339,0.0534524228601
2364,0.0510940653788
5174,0.0517371674813
5137,0.0519405912461
3892,0.0506840000228
11766,0.0502389160139
9869,0.0520770452631
866,0.0499229509967
11236,0.0533277770338
11627,0.0483226965228
1554,0.0516710621047
10655,0.0512774816925
363,0.0444544076035
13203,0.0529862557425
6250,0.0530398399975
2791,0.0528749755999
4651,0.0512760292686
7508,0.0501901034798
2795,0.0530629988068
1956,0.0530594567805
1609,0.0523620270193
12579,0.0523265791885
9645,0.0505443610405
5029,0.0535438343847
13017,0.0481015476424
7259,0.0519515486378
9217,0.0522211281357
8544,0.0531948390406
12015,0.0508195739747
7212,0.0527947400083
8439,0.0504842347862
4783,0.0513341689521
6689,0.0509052805987
4376,0.0512315681755
3494,0.0461035948005
10089,0.0529921715943
439,0.0527221894014
12172,0.0507771020647
536,0.0505104385087
7538,0.053586641121
4648,0.0508203562207
361,0.0523988827866
11826,0.049183421045
6542,0.0521648399866
12070,0.0494279913087
253,0.0522504613644
6851,0.0520355328369
1949,0.0475795813059
1122,0.0527084334599
12619,0.0517064596777
10377,0.0530696428409
1180,0.0513244039537
427,0.051050166805
3748,0.0508532538444
6713,0.0526505861852
1329,0.052205007712
2061,0.0468913235535
3926,0.05199660956
946,0.0493337241046
6756,0.0459084400579
11015,0.0512349901377
3543,0.0532304534205
5171,0.0474209089564
12742,0.0486223651453
9796,0.0482434444711
12881,0.0526191509995
1699,0.0522541360597
9742,0.047831936901
8502,0.049614878306
10996,0.0527042117044
9122,0.0533042859342
13039,0.0499705463484
490,0.0533556655133
9927,0.0462406753075
4919,0.0500472649729
5913,0.0491394506603
9284,0.0524999029714
3265,0.0511155930591
6258,0.0504006572423
4418,0.0444713839915
3193,0.0448119983554
9393,0.0510092596839
9208,0.0493900763418
2038,0.0507468915738
10045,0.0505945957631
9062,0.0495794845206
1816,0.0480413575069
6297,0.0532082179568
10250,0.0524170420429
3699,0.0500118936862
4692,0.0498119747043
12430,0.0528998998037
3596,0.0457019713779
5698,0.0530678354019
715,0.0525644259209
8336,0.0527263882284
9119,0.0450339169863
4213,0.0476951698837
8267,0.05315663935
9666,0.0505650977212
9575,0.0531277905512
7820,0.0485639780828
2391,0.0527127206397
7343,0.0512366572875
12210,0.0532467979093
10658,0.0473153757546
7307,0.0530032393008
886,0.0508926099601
11795,0.0498680261524
1342,0.0531173056465
11390,0.0520154608762
13144,0.0515177776299
4264,0.0499749597133
11871,0.0497442309996
4133,0.0497340567616
2421,0.0528548625408
1457,0.0504763374642
9862,0.0509576509969
8277,0.0493894111365
644,0.0505825645645
6807,0.052091683682
12364,0.0466385131614
9396,0.0520895582499
8168,0.0508847511084
1720,0.0467960629667
9036,0.0511255681136
12891,0.0475508589616
973,0.0504807283501
3838,0.0525863745167
3239,0.0517869551281
11645,0.0498574089633
3776,0.0519488321379
9421,0.0506033736131
92,0.0449531012751
302,0.051655815901
6537,0.0533269527454
11266,0.0526175958975
406,0.0482662357545
11023,0.0517316152289
1706,0.0500226358491
1058,0.0527080698397
3161,0.0504730377232
5497,0.0520922058961
3136,0.0528664085212
9890,0.0532160172302
3283,0.0534346227504
7612,0.0512708721141
9891,0.049851577717
7321,0.0497204353047
3869,0.0460534360898
987,0.0532922055224
4153,0.0497757625793
1508,0.0524197802058
3510,0.0523469378098
11444,0.0464718051214
2778,0.051764492909
4345,0.0506686947673
8418,0.0526474293033
5177,0.052517856045
12420,0.0495281531217
5607,0.0532070637613
970,0.0517370852436
8085,0.0503883050962
6998,0.0463202919082
1626,0.0480196501538
2715,0.0505694328727
4799,0.0509101417577
10651,0.0454079388986
7940,0.0520637513139
2022,0.050358874203
4499,0.0498629934255
577,0.0499557055715
10909,0.053009352883
8491,0.0503875017855
1089,0.0536670768583
9871,0.0525557758141
8016,0.0526053205503
4347,0.0505346855155
6484,0.0472602146194
3830,0.0529371191027
1313,0.0500081048671
5732,0.0497038889799
4764,0.0503788199808
12162,0.0481382128489
12711,0.0503029212404
5030,0.0532478654915
9072,0.05187060675
1182,0.0525237727061
11935,0.0525341369166
3375,0.0473758443207
1368,0.0515048834117
6280,0.0523042091455
12204,0.0462763925383
2026,0.0483933346657
2501,0.0507152611403
6883,0.0430748451632
8045,0.0523010585319
9966,0.0509535681942
1650,0.0473731529321
7898,0.0444342845247
8446,0.0532754923978
11398,0.0512097597068
846,0.0525186030624
11264,0.0518008945535
12624,0.0493532488831
6259,0.0527493402144
8384,0.0489799218555
10907,0.0475374468834
366,0.0429380736965
11855,0.0523608769467
3529,0.0463967730792
5583,0.0516149049119
7324,0.0530930105342
6794,0.0508825865794
7942,0.0452255122659
815,0.0523177250659
4565,0.0515671905042
4137,0.0486428166583
13086,0.0465441229679
3337,0.052448346212
10834,0.0502118963036
6491,0.0524454226274
692,0.0490763546578
8224,0.0486611624259
12597,0.0505329481877
5432,0.0504770706239
9160,0.0519704491929
11708,0.0492038576757
2720,0.0531521889535
11270,0.0519264237218
12386,0.0435024880622
5293,0.0483543903087
9413,0.0521754089782
9158,0.0490748142106
7389,0.0479107685697
12912,0.0511290100431
13319,0.0524036397762
3936,0.0527995310756
1102,0.053492812666
5123,0.0502631135223
606,0.0521681663258
9347,0.0493519896846
13157,0.0495928336589
658,0.0531137061562
11495,0.0490650937526
7636,0.0514488443592
704,0.0527557806461
7476,0.0521447184627
12620,0.0505591759343
1594,0.0466387531923
6008,0.053369446127
6535,0.0475247719595
10627,0.0509479826705
10406,0.0522677795686
5994,0.0529571885361
386,0.0455459075694
12760,0.0471644101174
5724,0.0530264037595
10318,0.048238427664
9686,0.0524986717053
2093,0.0518502442353
12763,0.0480482029479
8114,0.0521935065479
9760,0.0482021075571
9613,0.0499006858832
11746,0.0491215743626
5835,0.0484329731609
3577,0.0525511826821
1811,0.0453906433307
10016,0.053770862574
10649,0.0489905624133
4590,0.0534806669004
4999,0.046514826182
5216,0.0462688921969
4756,0.0528825939793
195,0.0481273906795
2294,0.0507674419051
5898,0.0494601587872
4621,0.0522802203298
1776,0.0500632393715
3922,0.0528575474076
3235,0.051244111814
4816,0.0481122361567
8415,0.0525018720118
9276,0.0527752579541
13029,0.0521379805771
506,0.0488492531792
8905,0.0491065829524
1490,0.0470496723946
7062,0.0506000937963
9831,0.0490851842484
4492,0.0476537976627
5458,0.0483930987044
4860,0.045723051123
4034,0.0486506193974
8643,0.0508531222847
6327,0.0512958875246
4840,0.0535860347929
9026,0.0427105796155
9201,0.0505589572461
3309,0.0499075478886
